id,x,y,end_x,end_y,incident_type,descripcion,title,severity,delay_seconds,is_road_closed,is_traffic_jam,fecha_inicio,fecha_fin,last_modified,region,region_codigo,ciudad,comuna,created_at,ingestion_batch_id,duracion_minutos,hora_del_dia,dia_semana,current_speed_kmh,free_flow_speed_kmh,speed_ratio,road_name,from_street,to_street,length_meters,cause_severity,traffic_road_category,cluster_size,flow_confidence,current_travel_time_seconds,free_flow_travel_time_seconds,road_type,functional_road_class,flow_segment_coordinates,road_closure_type,flow_zoom_level_used,flow_has_coverage
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,,23,Thursday,,,,,Avenida Antonio Rendic,Calle Loa,123.9048515411,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183800014000,-70.3880833672,-23.5699304306,-70.3880256997,-23.5710408723,6,Tráfico parado,Calle Mario Silva Iriarte → Calle Félix García,3,269.0,False,False,2026-04-23T23:04:40Z,2026-04-23T23:30:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,25.93,23,Thursday,,,,,Calle Mario Silva Iriarte,Calle Félix García,123.6152871496,,,,,,,,,"LINESTRING(-70.3880833672 -23.5699304306, -70.3880256997 -23.5710408723)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32266412604013000,-70.387412815,-23.5919835471,-70.3896618472,-23.5918964408,6,Tráfico lento,Avenida Radomiro Tomic / Calle Morro Solar → Avenida Pedro Aguirre Cerda / Calle Nicolas Tirado,1,108.0,False,False,2026-04-23T21:25:31Z,2026-04-23T23:28:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,123.08,23,Thursday,,,,,Avenida Radomiro Tomic / Calle Morro Solar,Avenida Pedro Aguirre Cerda / Calle Nicolas Tirado,230.5501603372,,,,,,,,,"LINESTRING(-70.387412815 -23.5919835471, -70.3875710653 -23.5919433737, -70.3876850592 -23.5919085005, -70.3878701316 -23.5918910638, -70.3885205673 -23.5918790041, -70.3890918778 -23.5918896812, -70.3893399822 -23.5918896812, -70.3896618472 -23.5918964408)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32275069416014000,-70.3867315339,-23.5618436056,-70.3858383583,-23.5645056948,6,Tráfico parado,Condominio Plaza Norte 3 → Calle Limonita / Calle Sierra Nevada,3,439.0,False,False,2026-04-23T22:04:13Z,2026-04-23T23:29:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,85.38,23,Thursday,,,,,Condominio Plaza Norte 3,Calle Limonita / Calle Sierra Nevada,366.8066913629,,,,,,,,,"LINESTRING(-70.3867315339 -23.5618436056, -70.3866054701 -23.5618315431, -70.3863452958 -23.5618167915, -70.3860770749 -23.5618167915, -70.3859724687 -23.5629889198, -70.3859268712 -23.5635079074, -70.3858383583 -23.5645056948)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32269297976021000,-70.3863104271,-23.5891109275,-70.3852603422,-23.5869799082,6,Tráfico parado,Calle Santiago Manuel Silva / Calle Sgto Manuel Silva → Avenida Juan Bolivar / Calle Héroes de La Concepción,3,232.0,False,False,2026-04-23T21:30:04Z,2026-04-23T23:28:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,118.53,23,Thursday,,,,,Calle Santiago Manuel Silva / Calle Sgto Manuel Silva,Avenida Juan Bolivar / Calle Héroes de La Concepción,260.0020280318,,,,,,,,,"LINESTRING(-70.3863104271 -23.5891109275, -70.3861857044 -23.5888520607, -70.386103897 -23.5886885211, -70.3859644221 -23.5884055334, -70.385898708 -23.5882714136, -70.3856371926 -23.5877416928, -70.3855285631 -23.5875243807, -70.3854990588 -23.5874640801, -70.3852603422 -23.5869799082)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,,23,Thursday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183868022000,-70.3848285066,-23.5727185788,-70.3851101385,-23.5707941083,8,Cerrado,Calle Vladimir Saavedra Hernández → Calle Félix García / Avenida Héroes de La Concepción,4,,True,False,2026-04-20T13:10:30Z,,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,,23,Thursday,,,,,Calle Vladimir Saavedra Hernández,Calle Félix García / Avenida Héroes de La Concepción,215.9077668776,,,,,,,,,"LINESTRING(-70.3848285066 -23.5727185788, -70.3851101385 -23.5707941083)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183868037000,-70.3821342276,-23.5735487428,-70.3825821565,-23.5706036572,6,Tráfico parado,Pasaje Zapaleri → Calle Félix Garcia / Pasaje Félix García,3,284.0,False,False,2026-04-23T22:31:41Z,2026-04-23T23:43:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,71.92,23,Thursday,,,,,Pasaje Zapaleri,Calle Félix Garcia / Pasaje Félix García,332.1710302045,,,,,,,,,"LINESTRING(-70.3821342276 -23.5735487428, -70.3821851896 -23.572905032, -70.3822120117 -23.5725509474, -70.3823005246 -23.5723216254, -70.3824064719 -23.5720413681, -70.3824359762 -23.5718924812, -70.3825821565 -23.5706036572)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183652013000,-70.3821851896,-23.572905032,-70.3819397675,-23.5757173162,6,Tráfico en cola,Calle Vladimir Saavedra Hernández → Avenida Subteniente Arturo Pérez Canto,2,188.0,False,False,2026-04-23T22:33:04Z,2026-04-23T23:28:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,55.53,23,Thursday,,,,,Calle Vladimir Saavedra Hernández,Avenida Subteniente Arturo Pérez Canto,313.7887937707,,,,,,,,,"LINESTRING(-70.3821851896 -23.572905032, -70.3821342276 -23.5735487428, -70.3821181344 -23.573843824, -70.3820765601 -23.5744794638, -70.3819934117 -23.5753216779, -70.3819397675 -23.5757173162)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183724029001,-70.3816474067,-23.5796561184,-70.3819397675,-23.5757173162,6,Tráfico parado,Pasaje San Isidro → Avenida Subteniente Arturo Pérez Canto,3,326.0,False,False,2026-04-23T22:31:41Z,2026-04-23T23:43:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,71.92,23,Thursday,,,,,Pasaje San Isidro,Avenida Subteniente Arturo Pérez Canto,438.9985229923,,,,,,,,,"LINESTRING(-70.3816474067 -23.5796561184, -70.3816916631 -23.5790204268, -70.3817184852 -23.5786006766, -70.3817855405 -23.5777893658, -70.3818204092 -23.5773869734, -70.3818606423 -23.5768492192, -70.3818794178 -23.5766010833, -70.381895511 -23.5763704625, -70.3819062399 -23.5762135141, -70.3819344031 -23.5758219489, -70.3819397675 -23.5757173162)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183724029000,-70.3790993081,-23.5836580237,-70.3797577904,-23.5756274334,6,Tráfico en cola,Calle Carrera / Pasaje Detective Carlos Pérez Bretti → Avenida Subteniente Arturo Pérez Canto,2,436.0,False,False,2026-04-23T22:42:34Z,2026-04-23T23:37:36Z,,Antofagasta,2,Antofagasta,,2026-04-23T23:10:20.194351+00:00,batch_1776985820_0,55.03,23,Thursday,,,,,Calle Carrera / Pasaje Detective Carlos Pérez Bretti,Avenida Subteniente Arturo Pérez Canto,895.5803318636,,,,,,,,,"LINESTRING(-70.3790993081 -23.5836580237, -70.3791636812 -23.5831416508, -70.3792267131 -23.5821586775, -70.3792682873 -23.581541742, -70.379303156 -23.5810696856, -70.3793299781 -23.5807384386, -70.3793755757 -23.5802864294, -70.3794144677 -23.5798747495, -70.3794520186 -23.5795153062, -70.3794734763 -23.5791559388, -70.3795284616 -23.578441119, -70.3795914935 -23.5776417914, -70.3796290444 -23.5772381694, -70.379649161 -23.5770168451, -70.3796652542 -23.5767969033, -70.3796947585 -23.576444212, -70.379726945 -23.5760726982, -70.3797577904 -23.5756274334)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-24T06:28:26.622239+00:00,batch_1777012106_0,,6,Friday,,,,,Avenida Antonio Rendic,Calle Loa,123.905,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183868022000,-70.3848285066,-23.5727185788,-70.3851101385,-23.5707941083,8,Cerrado,Calle Vladimir Saavedra Hernández → Calle Félix García / Avenida Héroes de La Concepción,4,,True,False,2026-04-20T13:10:30Z,,,Antofagasta,2,Antofagasta,,2026-04-24T06:28:26.622239+00:00,batch_1777012106_0,,6,Friday,,,,,Calle Vladimir Saavedra Hernández,Calle Félix García / Avenida Héroes de La Concepción,215.9077668776,,,,,,,,,"LINESTRING(-70.3848285066 -23.5727185788, -70.3851101385 -23.5707941083)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-24T06:28:26.622239+00:00,batch_1777012106_0,,6,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-24T10:53:33.523846+00:00,batch_1777028013_0,,10,Friday,,,,,Avenida Antonio Rendic,Calle Loa,123.905,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32240441280010000,-70.4043536471,-23.6984337406,-70.3848687397,-23.7110320953,8,Cerrado,Caletera de la Minería → Antofagasta,4,,True,False,2026-04-24T10:15:39Z,,,Antofagasta,2,Antofagasta,,2026-04-24T10:53:33.523846+00:00,batch_1777028013_0,,10,Friday,,,,B-440|28,Caletera de la Minería,Antofagasta,2712.881684287,,,,,,,,,"LINESTRING(-70.4043536471 -23.6984337406, -70.4031439709 -23.6981896726, -70.4021756934 -23.6979938806, -70.401361643 -23.6978329334, -70.4007997202 -23.6977685391, -70.4005744146 -23.6977631665, -70.4002914416 -23.6978275608, -70.4000285851 -23.6979027002, -70.3998676525 -23.6979777628, -70.3995954083 -23.6981387099, -70.3993003653 -23.6983533056, -70.3988510953 -23.6986684445, -70.3983951198 -23.6990117501, -70.3982194351 -23.6991351649, -70.3981443333 -23.699187432, -70.3979834007 -23.6993591226, -70.3979082989 -23.6994449294, -70.3977795528 -23.6995790888, -70.3975649761 -23.6998687438, -70.3970996128 -23.7005271806, -70.3968796717 -23.7008316461, -70.3967308091 -23.7010140027, -70.3965055035 -23.7013091036, -70.3963821219 -23.7014110265, -70.396280198 -23.7014847824, -70.3961246299 -23.70159745, -70.3959382163 -23.7016993726, -70.3957397329 -23.7017905503, -70.3954607831 -23.7018763556, -70.3951778101 -23.7019461203, -70.3948183941 -23.7019729056, -70.3942457424 -23.701978278, -70.393406211 -23.7020064448, -70.3931554245 -23.702026553, -70.3930092441 -23.7020694555, -70.3928724514 -23.7021257891, -70.3927423643 -23.7022116709, -70.3926350759 -23.7023283288, -70.3924862133 -23.7025844385, -70.3923977004 -23.7027842913, -70.3920664476 -23.7035540746, -70.3919953691 -23.7037096425, -70.3913744377 -23.7050910183, -70.3905107664 -23.7070234924, -70.3903766559 -23.7073011584, -70.39022377 -23.7075586399, -70.3901111172 -23.7077450546, -70.3899957823 -23.7079072942, -70.3898697184 -23.7080696105, -70.3897517012 -23.7082036843, -70.3896524595 -23.7083082878, -70.389569311 -23.708387412, -70.3894848214 -23.7084625453, -70.3893855797 -23.7085456601, -70.3892085539 -23.7086824962, -70.3888182925 -23.7089305353, -70.3884682642 -23.7091196341, -70.3876676248 -23.7095461031, -70.3864257621 -23.7102019586, -70.3856814491 -23.7105814569, -70.3850497888 -23.7109314845, -70.3848687397 -23.7110320953)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183868022000,-70.3848285066,-23.5727185788,-70.3851101385,-23.5707941083,8,Cerrado,Calle Vladimir Saavedra Hernández → Calle Félix García / Avenida Héroes de La Concepción,4,,True,False,2026-04-20T13:10:30Z,,,Antofagasta,2,Antofagasta,,2026-04-24T10:53:33.523846+00:00,batch_1777028013_0,,10,Friday,,,,,Calle Vladimir Saavedra Hernández,Calle Félix García / Avenida Héroes de La Concepción,215.9077668776,,,,,,,,,"LINESTRING(-70.3848285066 -23.5727185788, -70.3851101385 -23.5707941083)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-24T10:53:33.523846+00:00,batch_1777028013_0,,10,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32263526604013000,-70.3803076433,-23.6165915382,-70.379225372,-23.614857484,6,Tráfico parado,Calle Cobija → Calle Rancagua,3,257.0,False,False,2026-04-24T10:30:01Z,2026-04-24T11:11:45Z,,Antofagasta,2,Antofagasta,,2026-04-24T10:53:33.523846+00:00,batch_1777028013_0,41.73,10,Friday,,,,,Calle Cobija,Calle Rancagua,222.122169333,,,,,,,,,"LINESTRING(-70.3803076433 -23.6165915382, -70.379752426 -23.6157117268, -70.379225372 -23.614857484)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32246213240022000,-70.4023849057,-23.6523010838,-70.4010008859,-23.6537696079,6,Tráfico parado,Avenida Grecia / Calle Almirante Juan José Latorre → Calle Manuel Antonio Matta,3,120.0,False,False,2026-04-24T14:56:20Z,2026-04-24T15:17:15Z,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,20.92,14,Friday,,,,,Avenida Grecia / Calle Almirante Juan José Latorre,Calle Manuel Antonio Matta,215.761,,,,,,,,,"LINESTRING(-70.4023849057 -23.6523010838, -70.4022226321 -23.6524687668, -70.4019664811 -23.6527557622, -70.4017760443 -23.6529689737, -70.4010008859 -23.6537696079)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32246213204014001,-70.4025579082,-23.6535858801,-70.400874822,-23.6522233077,6,Tráfico parado,Avenida Grecia → Calle 21 de Mayo,3,171.0,False,False,2026-04-24T14:56:46Z,2026-04-24T15:17:15Z,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,20.48,14,Friday,,,,,Avenida Grecia,Calle 21 de Mayo,228.8661455309,,,,,,,,,"LINESTRING(-70.4025579082 -23.6535858801, -70.4022427486 -23.6533377359, -70.4017760443 -23.6529689737, -70.4014622258 -23.6526873533, -70.4011792528 -23.6524580179, -70.400874822 -23.6522233077)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098784020001,-70.400874822,-23.6522233077,-70.4024720775,-23.6505871579,6,Tráfico en cola,Calle Manuel Antonio Matta → Avenida Grecia / Calle San Martin,2,148.0,False,False,2026-04-24T14:55:54Z,2026-04-24T15:17:15Z,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,21.35,14,Friday,,,,,Calle Manuel Antonio Matta,Avenida Grecia / Calle San Martin,244.299667306,,,,,,,,,"LINESTRING(-70.400874822 -23.6522233077, -70.401593654 -23.6514146024, -70.4023473548 -23.6507065492, -70.4024720775 -23.6505871579)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755644022000,-70.3929985153,-23.6274544481,-70.3931393312,-23.625591678,6,Tráfico parado,Avenida Mejillones / Calle Calama → Avenida Iquique / Calle Tarapacá,3,196.0,False,False,2026-04-24T14:47:41Z,2026-04-24T15:17:15Z,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,29.57,14,Friday,,,,,Avenida Mejillones / Calle Calama,Avenida Iquique / Calle Tarapacá,207.7554467926,,,,,,,,,"LINESTRING(-70.3929985153 -23.6274544481, -70.3930387484 -23.6267382789, -70.3930950748 -23.6259162076, -70.3931071447 -23.6257525606, -70.3931393312 -23.625591678)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755612022000,-70.3918679642,-23.6273981592,-70.3941156553,-23.6274959929,6,Tráfico parado,Calle Chuquicamata → Avenida Iquique,3,346.0,False,False,2026-04-24T12:33:21Z,2026-04-24T15:21:15Z,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,167.9,14,Friday,,,,,Calle Chuquicamata,Avenida Iquique,229.2468572497,,,,,,,,,"LINESTRING(-70.3918679642 -23.6273981592, -70.3921039985 -23.6274088334, -70.3924915778 -23.6274316407, -70.3929985153 -23.6274544481, -70.3937562393 -23.627482631, -70.3941156553 -23.6274959929)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,,14,Friday,,,,,Avenida Antonio Rendic,Calle Loa,123.9048515411,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183868022000,-70.3848285066,-23.5727185788,-70.3851101385,-23.5707941083,8,Cerrado,Calle Vladimir Saavedra Hernández → Calle Félix García / Avenida Héroes de La Concepción,4,,True,False,2026-04-20T13:10:30Z,,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,,14,Friday,,,,,Calle Vladimir Saavedra Hernández,Calle Félix García / Avenida Héroes de La Concepción,215.9077668776,,,,,,,,,"LINESTRING(-70.3848285066 -23.5727185788, -70.3851101385 -23.5707941083)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-24T14:59:23.287799+00:00,batch_1777042763_0,,14,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32237556300014000,-70.4095034884,-23.687734384,-70.4107265757,-23.6876713663,6,Tráfico parado,Avenida Argentina / Calle Trumao → Calle Mar del Plata,3,152.0,False,False,2026-04-24T17:32:52Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,42.42,17,Friday,,,,,Avenida Argentina / Calle Trumao,Calle Mar del Plata,124.88,,,,,,,,,"LINESTRING(-70.4095034884 -23.687734384, -70.409972875 -23.6877277061, -70.4101163732 -23.6877290877, -70.4107265757 -23.6876713663)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32243327396022000,-70.405557959,-23.674956378,-70.4074945139,-23.6742456119,6,Tráfico en cola,Pasaje Rosita Renard → Avenida Angamos,2,203.0,False,False,2026-04-24T17:47:14Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,28.05,17,Friday,,,,,Pasaje Rosita Renard,Avenida Angamos,212.459908679,,,,,,,,,"LINESTRING(-70.405557959 -23.674956378, -70.4061668204 -23.6747337602, -70.4068172561 -23.6744937165, -70.4074945139 -23.6742456119)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32246213044014001,-70.4024291622,-23.6559180442,-70.4023580836,-23.6548572279,6,Tráfico parado,Antofagasta → Calle Manuel Antonio Matta,3,179.0,False,False,2026-04-24T17:31:46Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,43.52,17,Friday,,,,,Antofagasta,Calle Manuel Antonio Matta,118.7534745272,,,,,,,,,"LINESTRING(-70.4024291622 -23.6559180442, -70.4023433315 -23.6551429129, -70.4023312615 -23.6549618742, -70.4023580836 -23.6548572279)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32246213040028000,-70.4013267742,-23.6604482783,-70.4012396025,-23.6588966829,6,Tráfico parado,Avenida Angamos / Calle Antonio Poupin → Calle Salvador Reyes,3,118.0,False,False,2026-04-24T17:24:45Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,50.53,17,Friday,,,,,Avenida Angamos / Calle Antonio Poupin,Calle Salvador Reyes,172.7578220814,,,,,,,,,"LINESTRING(-70.4013267742 -23.6604482783, -70.4012396025 -23.6588966829)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32246213148013001,-70.3993526684,-23.658946279,-70.4028824555,-23.6588523842,6,Tráfico lento,Calle Aconcagua → Avenida Grecia / Calle Manuel Verbal,1,150.0,False,False,2026-04-24T17:07:19Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,67.97,17,Friday,,,,,Calle Aconcagua,Avenida Grecia / Calle Manuel Verbal,359.7426767748,,,,,,,,,"LINESTRING(-70.3993526684 -23.658946279, -70.4000929581 -23.6589127287, -70.4006468343 -23.6588913087, -70.4012396025 -23.6588966829, -70.4013965117 -23.6588886216, -70.401656686 -23.6588805603, -70.4018310295 -23.6588711939, -70.4022816407 -23.6588631326, -70.4026759254 -23.6588550713, -70.4028824555 -23.6588523842)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098712014001,-70.3990227567,-23.6493331976,-70.3946614848,-23.6539184786,6,Tráfico en cola,Calle Almirante Juan José Latorre → Avenida Argentina,2,274.0,False,False,2026-04-24T17:03:14Z,2026-04-24T18:17:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,74.05,17,Friday,,,,,Calle Almirante Juan José Latorre,Avenida Argentina,676.2762888485,,,,,,,,,"LINESTRING(-70.3990227567 -23.6493331976, -70.3982864903 -23.6501257922, -70.3975301074 -23.6509358876, -70.3970942484 -23.6513743704, -70.3970218288 -23.6514535291, -70.3967536079 -23.6517472064, -70.3958228813 -23.6527128435, -70.3950383352 -23.6535322129, -70.3946614848 -23.6539184786)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098528038000,-70.4012114393,-23.6578478677,-70.3942390369,-23.6512013883,6,Tráfico en cola,Avenida General Bernardo O'Higgins → Avenida Argentina,2,484.0,False,False,2026-04-24T16:43:45Z,2026-04-24T18:24:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,100.53,17,Friday,,,,,Avenida General Bernardo O'Higgins,Avenida Argentina,1025.1475949676,,,,,,,,,"LINESTRING(-70.4012114393 -23.6578478677, -70.4008117901 -23.6574536289, -70.4004403042 -23.6571049166, -70.4002310919 -23.6569091398, -70.3999427544 -23.6566221536, -70.3990670132 -23.6558322087, -70.3982999014 -23.6550382667, -70.3974469589 -23.6542336479, -70.3965859698 -23.6534102137, -70.3958228813 -23.6527128435, -70.3950410174 -23.6519604195, -70.3942390369 -23.6512013883)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098676014001,-70.3975743638,-23.6524084194,-70.3941733228,-23.6496390109,6,Tráfico en cola,Calle Teniente Luis Uribe → Avenida Argentina,2,159.0,False,False,2026-04-24T17:50:15Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,25.03,17,Friday,,,,,Calle Teniente Luis Uribe,Avenida Argentina,463.5096122401,,,,,,,,,"LINESTRING(-70.3975743638 -23.6524084194, -70.3967536079 -23.6517472064, -70.3959046887 -23.6510404602, -70.3950530874 -23.6503524444, -70.3941733228 -23.6496390109)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755456011000,-70.3939413117,-23.63098824,-70.3941156553,-23.6274959929,6,Tráfico en cola,Calle Paraguay → Calle Calama,2,131.0,False,False,2026-04-24T17:55:17Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,20.0,17,Friday,,,,,Calle Paraguay,Calle Calama,388.8589187268,,,,,,,,,"LINESTRING(-70.3939413117 -23.63098824, -70.3939466761 -23.6306328531, -70.3939748393 -23.6301540624, -70.3939802038 -23.6300508553, -70.3940043436 -23.629676652, -70.3940123903 -23.6294446655, -70.3940190958 -23.6291831138, -70.3940311657 -23.6288880804, -70.3940311657 -23.6287513143, -70.3940325068 -23.6285970395, -70.3940378712 -23.6284843857, -70.3940499412 -23.6282282844, -70.3940566467 -23.6280874476, -70.3941156553 -23.6274959929)",,,
