id,x,y,end_x,end_y,incident_type,descripcion,title,severity,delay_seconds,is_road_closed,is_traffic_jam,fecha_inicio,fecha_fin,last_modified,region,region_codigo,ciudad,comuna,created_at,ingestion_batch_id,duracion_minutos,hora_del_dia,dia_semana,current_speed_kmh,free_flow_speed_kmh,speed_ratio,road_name,from_street,to_street,length_meters,cause_severity,traffic_road_category,cluster_size,flow_confidence,current_travel_time_seconds,free_flow_travel_time_seconds,road_type,functional_road_class,flow_segment_coordinates,road_closure_type,flow_zoom_level_used,flow_has_coverage
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098784014002,-70.3933887767,-23.6537320639,-70.3959046887,-23.6510404602,6,Tráfico en cola,Calle Atacama → Calle José Santos Ossa,2,218.0,False,False,2026-04-24T17:53:22Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,21.92,17,Friday,,,,,Calle Atacama,Calle José Santos Ossa,394.1582863999,,,,,,,,,"LINESTRING(-70.3933887767 -23.6537320639, -70.3939560639 -23.6531446407, -70.393996297 -23.6530923552, -70.3940566467 -23.6530131976, -70.3942363547 -23.6527986809, -70.3950410174 -23.6519604195, -70.3959046887 -23.6510404602)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183912022000,-70.3952059733,-23.5586129005,-70.393123238,-23.5590232641,6,Tráfico parado,Avenida Rica Aventura / Calle Ascotán Sur → Avenida Pedro Aguirre Cerda / Salar de Ascotan,3,182.0,False,False,2026-04-24T17:52:47Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,22.5,17,Friday,,,,,Avenida Rica Aventura / Calle Ascotán Sur,Avenida Pedro Aguirre Cerda / Salar de Ascotan,217.1590253078,,,,,,,,,"LINESTRING(-70.3952059733 -23.5586129005, -70.3950825917 -23.5586383322, -70.3947647499 -23.5587000289, -70.3940512823 -23.55885162, -70.3933458613 -23.5589803147, -70.393238573 -23.559003134, -70.393123238 -23.5590232641)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755576011000,-70.3926216649,-23.6232568234,-70.3941357719,-23.6286024149,6,Tráfico parado,Avenida Sargento Aldea → Avenida Presidente Salvador Allende Gossens,3,240.0,False,False,2026-04-24T16:57:35Z,2026-04-24T18:17:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,79.7,17,Friday,,,,,Avenida Sargento Aldea,Avenida Presidente Salvador Allende Gossens,650.2116754637,,,,,,,,,"LINESTRING(-70.3926216649 -23.6232568234, -70.3926243471 -23.6235035655, -70.3926417815 -23.6243793312, -70.3926551925 -23.6244302459, -70.3926793324 -23.6245187897, -70.3926914023 -23.6245723921, -70.3927101778 -23.6246220012, -70.3928214895 -23.6248674352, -70.3929220723 -23.6250485155, -70.3930159496 -23.6252161566, -70.3930360662 -23.625251021, -70.3931098269 -23.6253837975, -70.3931634711 -23.6254709584, -70.3931701766 -23.625483015, -70.3931929754 -23.6255219494, -70.3932586895 -23.6255863025, -70.3934866773 -23.6257888072, -70.3936596798 -23.6259403207, -70.3939211952 -23.6261670147, -70.394035189 -23.6262729127, -70.3941357719 -23.6263668308, -70.394162594 -23.6264070704, -70.3942108737 -23.6264969183, -70.3942283081 -23.6265585832, -70.3942417191 -23.6266189425, -70.3942591535 -23.6267718374, -70.3942578124 -23.6269461573, -70.3942430602 -23.627269378, -70.394226967 -23.6273954714, -70.3942216026 -23.627433023, -70.3942122148 -23.6275067439, -70.3942028271 -23.6275724782, -70.3941840516 -23.6277173088, -70.3941706406 -23.6278648269, -70.3941666173 -23.6279439229, -70.3941599118 -23.628041833, -70.3941572295 -23.6280901353, -70.3941558884 -23.6282899484, -70.3941411363 -23.6284843857, -70.3941384541 -23.6285716214, -70.3941357719 -23.6286024149)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098712013000,-70.3950530874,-23.6503524444,-70.3926122772,-23.6528616386,6,Tráfico lento,Calle José Santos Ossa → Calle Atacama,1,111.0,False,False,2026-04-24T17:47:14Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,28.05,17,Friday,,,,,Calle José Santos Ossa,Calle Atacama,373.7202625906,,,,,,,,,"LINESTRING(-70.3950530874 -23.6503524444, -70.3942390369 -23.6512013883, -70.3934598552 -23.6519899791, -70.393431692 -23.6520234544, -70.3933579313 -23.6520999254, -70.3926122772 -23.6528616386)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755584013001,-70.3921777593,-23.6265826962,-70.3924915778,-23.6274316407,6,Tráfico parado,Calle Chuquicamata → Avenida Presidente Salvador Allende Gossens,3,237.0,False,False,2026-04-24T16:51:42Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,83.58,17,Friday,,,,,Calle Chuquicamata,Avenida Presidente Salvador Allende Gossens,100.0519342008,,,,,,,,,"LINESTRING(-70.3921777593 -23.6265826962, -70.3922863888 -23.6267718374, -70.3924915778 -23.6274316407)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755568014000,-70.3921777593,-23.6265826962,-70.3918679642,-23.6273981592,6,Tráfico en cola,Avenida Mejillones → Avenida Iquique / Calle Calama,2,44.0,False,False,2026-04-24T17:34:08Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,41.15,17,Friday,,,,,Avenida Mejillones,Avenida Iquique / Calle Calama,96.0448537429,,,,,,,,,"LINESTRING(-70.3921777593 -23.6265826962, -70.3920879053 -23.6268147646, -70.3920087801 -23.6269971477, -70.3918679642 -23.6273981592)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755612022000,-70.3914160119,-23.6273874082,-70.3942122148,-23.6275067439,6,Tráfico parado,Calle Illapel / Calle Loa → Avenida Iquique,3,380.0,False,False,2026-04-24T15:57:56Z,2026-04-24T18:24:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,146.35,17,Friday,,,,,Calle Illapel / Calle Loa,Avenida Iquique,285.2136547347,,,,,,,,,"LINESTRING(-70.3914160119 -23.6273874082, -70.3917660402 -23.6273954714, -70.3918679642 -23.6273981592, -70.3921039985 -23.6274088334, -70.3924915778 -23.6274316407, -70.3929985153 -23.6274544481, -70.3937562393 -23.627482631, -70.3941156553 -23.6274959929, -70.3942122148 -23.6275067439)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32269298180014001,-70.3914361285,-23.5754263109,-70.3913047003,-23.5766855879,6,Tráfico en cola,Avenida Pedro Aguirre Cerda / Calle El Tepual → Avenida Pedro Aguirre Cerda / Calle Chacalluta,2,68.0,False,False,2026-04-24T16:54:45Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,80.53,17,Friday,,,,,Avenida Pedro Aguirre Cerda / Calle El Tepual,Avenida Pedro Aguirre Cerda / Calle Chacalluta,140.6643735932,,,,,,,,,"LINESTRING(-70.3914361285 -23.5754263109, -70.3913047003 -23.5766855879)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098784021000,-70.390249251,-23.652225995,-70.3912269162,-23.6511517893,6,Tráfico parado,Calle Manuel Rodríguez / Calle Arauco → Avenida Argentina,3,148.0,False,False,2026-04-24T17:50:15Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,25.03,17,Friday,,,,,Calle Manuel Rodríguez / Calle Arauco,Avenida Argentina,155.5106164021,,,,,,,,,"LINESTRING(-70.390249251 -23.652225995, -70.390557705 -23.6518867125, -70.3907695996 -23.6516533065, -70.3912269162 -23.6511517893)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183724011000,-70.3901728081,-23.5854309759,-70.3909385787,-23.5766494046,6,Tráfico en cola,Avenida Juan Bolivar / Calle Cabo Juan Bolivar → Avenida Subteniente Arturo Pérez Canto / Calle Chacalluta,2,259.0,False,False,2026-04-24T17:31:46Z,2026-04-24T18:19:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,47.52,17,Friday,,,,,Avenida Juan Bolivar / Calle Cabo Juan Bolivar,Avenida Subteniente Arturo Pérez Canto / Calle Chacalluta,979.6796224359,,,,,,,,,"LINESTRING(-70.3901728081 -23.5854309759, -70.3901754903 -23.5854175329, -70.390274732 -23.5839664485, -70.3902800964 -23.5838457673, -70.3902841197 -23.583780011, -70.3902868019 -23.5837478242, -70.3902961897 -23.583617771, -70.3903055774 -23.5835037727, -70.3904075013 -23.5822941094, -70.3904893087 -23.5813029869, -70.3905040609 -23.5811246885, -70.390544294 -23.5806378045, -70.3906301247 -23.5798010018, -70.3906569468 -23.5794697516, -70.3906958388 -23.5789480615, -70.3907025443 -23.5788729306, -70.3907146143 -23.5787750606, -70.3907709407 -23.5782211795, -70.3908272671 -23.5776847347, -70.3908728646 -23.5772596027, -70.3909385787 -23.5766494046)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32266412384021000,-70.3920570599,-23.5922531616,-70.389749019,-23.5920023664,6,Tráfico en cola,Avenida El Yodo → Avenida Pedro Aguirre Cerda / Calle Nicolas Tirado,2,131.0,False,False,2026-04-24T16:44:49Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,90.47,17,Friday,,,,,Avenida El Yodo,Avenida Pedro Aguirre Cerda / Calle Nicolas Tirado,238.6504481217,,,,,,,,,"LINESTRING(-70.3920570599 -23.5922531616, -70.3916359531 -23.5922343424, -70.3905684339 -23.5921874096, -70.3904665099 -23.5921686671, -70.3903484927 -23.5921149747, -70.3902479099 -23.5920814841, -70.3901352571 -23.5920492993, -70.3900762485 -23.5920318627, -70.3899072694 -23.5920131203, -70.389749019 -23.5920023664)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32266412424011000,-70.3895706521,-23.5955777473,-70.3896538006,-23.5919996779,6,Tráfico en cola,Calle Pedro Aguirre Cerda → Avenida Nicolas Tirado / Calle Nicolas Tirado,2,178.0,False,False,2026-04-24T17:21:19Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,53.97,17,Friday,,,,,Calle Pedro Aguirre Cerda,Avenida Nicolas Tirado / Calle Nicolas Tirado,397.9834883503,,,,,,,,,"LINESTRING(-70.3895706521 -23.5955777473, -70.3895746754 -23.5954530058, -70.3895934509 -23.5947489515, -70.3896028386 -23.5944002259, -70.3896135675 -23.5940073324, -70.3896175908 -23.5938946489, -70.3896229552 -23.5937833479, -70.3896444129 -23.5929209737, -70.3896470951 -23.5927547507, -70.3896497773 -23.59265282, -70.3896551417 -23.5925361411, -70.3896578239 -23.59235371, -70.3896551417 -23.5922289655, -70.3896538006 -23.5919996779)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32269298220014000,-70.3892286705,-23.5780521724,-70.3906837689,-23.5781956748,6,Tráfico en cola,Calle Las Cascadas → Avenida Pedro Aguirre Cerda,2,124.0,False,False,2026-04-24T17:47:48Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,27.48,17,Friday,,,,,Calle Las Cascadas,Avenida Pedro Aguirre Cerda,149.180005001,,,,,,,,,"LINESTRING(-70.3892286705 -23.5780521724, -70.3897195147 -23.5781084825, -70.3901674436 -23.5781581092, -70.3906837689 -23.5781956748)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,,17,Friday,,,,,Avenida Antonio Rendic,Calle Loa,123.9048515411,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183868022000,-70.3848285066,-23.5727185788,-70.3851101385,-23.5707941083,8,Cerrado,Calle Vladimir Saavedra Hernández → Calle Félix García / Avenida Héroes de La Concepción,4,,True,False,2026-04-20T13:10:30Z,,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,,17,Friday,,,,,Calle Vladimir Saavedra Hernández,Calle Félix García / Avenida Héroes de La Concepción,215.9077668776,,,,,,,,,"LINESTRING(-70.3848285066 -23.5727185788, -70.3851101385 -23.5707941083)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,,17,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183656013000,-70.3826746928,-23.5697627956,-70.3819397675,-23.5757173162,6,Tráfico en cola,Calle Juan Acosta Ramos → Avenida Subteniente Arturo Pérez Canto,2,328.0,False,False,2026-04-24T17:12:01Z,2026-04-24T18:18:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,66.27,17,Friday,,,,,Calle Juan Acosta Ramos,Avenida Subteniente Arturo Pérez Canto,668.171284655,,,,,,,,,"LINESTRING(-70.3826746928 -23.5697627956, -70.3826331185 -23.5701745073, -70.3825821565 -23.5706036572, -70.3824359762 -23.5718924812, -70.3824064719 -23.5720413681, -70.3823005246 -23.5723216254, -70.3822120117 -23.5725509474, -70.3821851896 -23.572905032, -70.3821342276 -23.5735487428, -70.3821181344 -23.573843824, -70.3820765601 -23.5744794638, -70.3819934117 -23.5753216779, -70.3819397675 -23.5757173162)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183724005000,-70.3817855405,-23.5777893658,-70.3819344031,-23.5758219489,6,Tráfico en cola,Avenida Huamachuco / Calle Padre Juan Luis Orione Feltri → Avenida Huamachuco / Avenida Subteniente Arturo Pérez Canto,2,125.0,False,False,2026-04-24T17:10:09Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,65.13,17,Friday,,,,,Avenida Huamachuco / Calle Padre Juan Luis Orione Feltri,Avenida Huamachuco / Avenida Subteniente Arturo Pérez Canto,219.2954701043,,,,,,,,,"LINESTRING(-70.3817855405 -23.5777893658, -70.3818204092 -23.5773869734, -70.3818606423 -23.5768492192, -70.3818794178 -23.5766010833, -70.381895511 -23.5763704625, -70.3819062399 -23.5762135141, -70.3819344031 -23.5758219489)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32269297932029000,-70.3807609366,-23.5925750084,-70.3849465238,-23.5923349676,6,Tráfico en cola,Calle Huamachuco → Avenida Morro de Arica / Calle Morro de Arica,2,126.0,False,False,2026-04-24T17:47:48Z,2026-04-24T18:15:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,27.48,17,Friday,,,,,Calle Huamachuco,Avenida Morro de Arica / Calle Morro de Arica,427.4068806319,,,,,,,,,"LINESTRING(-70.3807609366 -23.5925750084, -70.3810559796 -23.5925562661, -70.3813550459 -23.5925374469, -70.3816018091 -23.5925240814, -70.3818888055 -23.5925092565, -70.3821610497 -23.5924998853, -70.3824118363 -23.5924770719, -70.3828678118 -23.5924583295, -70.3834887432 -23.5924274506, -70.3839246022 -23.5923979544, -70.384410082 -23.5923765235, -70.3849465238 -23.5923349676)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183764021000,-70.3848003434,-23.5707726739,-70.380612074,-23.5704816577,6,Tráfico parado,Calle Félix García / Avenida Héroes de La Concepción → Avenida General Oscar Bonilla,3,264.0,False,False,2026-04-24T17:29:20Z,2026-04-24T18:16:17Z,,Antofagasta,2,Antofagasta,,2026-04-24T17:57:11.453894+00:00,batch_1777053431_0,46.95,17,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Avenida General Oscar Bonilla,428.151250763,,,,,,,,,"LINESTRING(-70.3848003434 -23.5707726739, -70.3825821565 -23.5706036572, -70.381920992 -23.5705809167, -70.3817748116 -23.5705701611, -70.3811927723 -23.5705325932, -70.380612074 -23.5704816577)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32251984184014000,-70.3995752918,-23.6455003749,-70.3980491148,-23.6471566282,6,Tráfico parado,Avenida Jose Manuel Balmaceda → Calle General José de San Martín,3,270.0,False,False,2026-04-24T19:52:27Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,33.17,20,Friday,,,,,Avenida Jose Manuel Balmaceda,Calle General José de San Martín,241.08,,,,,,,,,"LINESTRING(-70.3995752918 -23.6455003749, -70.3987880634 -23.6463130327, -70.3980491148 -23.6471566282)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098676022000,-70.3984648572,-23.6531674436,-70.3967536079,-23.6517472064,6,Tráfico parado,Calle 21 de Mayo → Calle Maipú,3,150.0,False,False,2026-04-24T20:03:16Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,22.35,20,Friday,,,,,Calle 21 de Mayo,Calle Maipú,235.223930104,,,,,,,,,"LINESTRING(-70.3984648572 -23.6531674436, -70.3975743638 -23.6524084194, -70.3967536079 -23.6517472064)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32254869956050001,-70.3957316862,-23.6346132378,-70.396293609,-23.6286614678,6,Tráfico en cola,Avenida Septimo de Linea / Calle José Ignacio Zenteno → Avenida Presidente Salvador Allende Gossens,2,115.0,False,False,2026-04-24T19:34:02Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,51.58,20,Friday,,,,1|B-440,Avenida Septimo de Linea / Calle José Ignacio Zenteno,Avenida Presidente Salvador Allende Gossens,669.9980672023,,,,,,,,,"LINESTRING(-70.3957316862 -23.6346132378, -70.3956887709 -23.6335712157, -70.3956793832 -23.6333942171, -70.3956619488 -23.6330696293, -70.3956579255 -23.632934173, -70.3956552433 -23.6328349611, -70.3956619488 -23.6327263041, -70.3956686543 -23.6325734162, -70.3956874298 -23.632428591, -70.3957062053 -23.632269022, -70.3957316862 -23.6321496908, -70.3957397329 -23.6321094529, -70.3957504617 -23.6320597699, -70.3957893537 -23.6319136387, -70.3958121525 -23.6318505942, -70.3958845722 -23.6316789685, -70.395998566 -23.6314053652, -70.3960615979 -23.6312269813, -70.3960723268 -23.6311961116, -70.3961125599 -23.6310687163, -70.3961635219 -23.6308581568, -70.3961822974 -23.6307441996, -70.3962131428 -23.6305496888, -70.3962332593 -23.6297463785, -70.3962278949 -23.6294620971, -70.396293609 -23.6286614678)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32249098524012002,-70.3937052773,-23.6628005877,-70.3931674944,-23.6600768491,6,Tráfico parado,Calle Tegualda → Avenida Diagonal Sur / Calle 21 de Mayo,3,235.0,False,False,2026-04-24T19:59:33Z,2026-04-24T20:26:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,27.07,20,Friday,,,,,Calle Tegualda,Avenida Diagonal Sur / Calle 21 de Mayo,316.6898314592,,,,,,,,,"LINESTRING(-70.3937052773 -23.6628005877, -70.3935228871 -23.662269556, -70.3935108172 -23.6620804661, -70.3934974061 -23.6617639338, -70.393533616 -23.6612609968, -70.3935658025 -23.660806348, -70.3935590969 -23.6607299588, -70.3935443448 -23.6606696152, -70.3935041117 -23.66058647, -70.3934531497 -23.6604911945, -70.3931674944 -23.6600768491)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755584027000,-70.3930159496,-23.6252161566,-70.3940915154,-23.629676652,6,Tráfico en cola,Calle Ovalle → Calle Tacna,2,136.0,False,False,2026-04-24T19:57:59Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,27.63,20,Friday,,,,,Calle Ovalle,Calle Tacna,543.9291963818,,,,,,,,,"LINESTRING(-70.3930159496 -23.6252161566, -70.3930360662 -23.625251021, -70.3931098269 -23.6253837975, -70.3931634711 -23.6254709584, -70.3931701766 -23.625483015, -70.3931929754 -23.6255219494, -70.3932586895 -23.6255863025, -70.3934866773 -23.6257888072, -70.3936596798 -23.6259403207, -70.3939211952 -23.6261670147, -70.394035189 -23.6262729127, -70.3941357719 -23.6263668308, -70.394162594 -23.6264070704, -70.3942108737 -23.6264969183, -70.3942283081 -23.6265585832, -70.3942417191 -23.6266189425, -70.3942591535 -23.6267718374, -70.3942578124 -23.6269461573, -70.3942430602 -23.627269378, -70.394226967 -23.6273954714, -70.3942216026 -23.627433023, -70.3942122148 -23.6275067439, -70.3942028271 -23.6275724782, -70.3941840516 -23.6277173088, -70.3941706406 -23.6278648269, -70.3941666173 -23.6279439229, -70.3941599118 -23.628041833, -70.3941572295 -23.6280901353, -70.3941558884 -23.6282899484, -70.3941411363 -23.6284843857, -70.3941384541 -23.6285716214, -70.3941357719 -23.6286024149, -70.394125043 -23.6288519115, -70.3941035854 -23.6292112963, -70.3940915154 -23.629676652)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32257755612022000,-70.3914160119,-23.6273874082,-70.3942122148,-23.6275067439,6,Tráfico parado,Calle Illapel / Calle Loa → Avenida Iquique,3,247.0,False,False,2026-04-24T15:57:56Z,2026-04-24T20:29:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,271.68,20,Friday,,,,,Calle Illapel / Calle Loa,Avenida Iquique,285.2136547347,,,,,,,,,"LINESTRING(-70.3914160119 -23.6273874082, -70.3917660402 -23.6273954714, -70.3918679642 -23.6273981592, -70.3921039985 -23.6274088334, -70.3924915778 -23.6274316407, -70.3929985153 -23.6274544481, -70.3937562393 -23.627482631, -70.3941156553 -23.6274959929, -70.3942122148 -23.6275067439)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32269298180014000,-70.3914361285,-23.5754263109,-70.3913047003,-23.5766855879,6,Tráfico en cola,Avenida Pedro Aguirre Cerda / Calle El Tepual → Avenida Pedro Aguirre Cerda / Calle Chacalluta,2,68.0,False,False,2026-04-24T20:00:16Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,25.35,20,Friday,,,,,Avenida Pedro Aguirre Cerda / Calle El Tepual,Avenida Pedro Aguirre Cerda / Calle Chacalluta,140.6643735932,,,,,,,,,"LINESTRING(-70.3914361285 -23.5754263109, -70.3913047003 -23.5766855879)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32272183944019000,-70.3911249923,-23.5623451571,-70.3909466254,-23.5661807189,6,Tráfico lento,Avenida Oficina Petronila → Calle Pedro Aguirre Cerda,1,108.0,False,False,2026-04-24T19:52:27Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,33.17,20,Friday,,,,,Avenida Oficina Petronila,Calle Pedro Aguirre Cerda,427.0308063546,,,,,,,,,"LINESTRING(-70.3911249923 -23.5623451571, -70.3911249923 -23.562691202, -70.3910928057 -23.5632209471, -70.3910807358 -23.5634314616, -70.3910726892 -23.5635575396, -70.3910619603 -23.5637600632, -70.3910525726 -23.5640054575, -70.3910177039 -23.5644681252, -70.391005634 -23.5646787145, -70.3909989284 -23.5647685279, -70.3909855174 -23.5649509204, -70.3909761297 -23.5650340495, -70.3909734474 -23.5651051933, -70.3909667419 -23.5651842504, -70.3909586953 -23.5652888914, -70.3909586953 -23.5655329768, -70.3909586953 -23.5655705461, -70.3909493076 -23.5660345143, -70.3909466254 -23.5661807189)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32260641160022000,-70.3909224855,-23.6166988262,-70.3890798079,-23.6171587737,6,Tráfico parado,Avenida Edmundo Pérez Zujovic → Avenida Pedro Aguirre Cerda,3,207.0,False,False,2026-04-24T19:57:59Z,2026-04-24T20:25:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,27.63,20,Friday,,,,,Avenida Edmundo Pérez Zujovic,Avenida Pedro Aguirre Cerda,195.8352500187,,,,,,,,,"LINESTRING(-70.3909224855 -23.6166988262, -70.3908286082 -23.6167349985, -70.3904249357 -23.6168985799, -70.3903230118 -23.6169361345, -70.3901996301 -23.616976377, -70.3895331012 -23.617103786, -70.3890798079 -23.6171587737)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32257755624014000,-70.3890234815,-23.6263118468,-70.3901258694,-23.6258411035,8,Cerrado,Avenida Antonio Rendic → Calle Loa,4,,True,False,2026-04-22T18:39:03Z,,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,,20,Friday,,,,,Avenida Antonio Rendic,Calle Loa,123.9048515411,,,,,,,,,"LINESTRING(-70.3890234815 -23.6263118468, -70.3901258694 -23.6258411035)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTL32266412424029000,-70.3870748566,-23.5981714063,-70.3871325241,-23.6035694047,6,Tráfico parado,Calle Juan Glasinovic → Avenida Irarrázaval,3,245.0,False,False,2026-04-24T20:00:16Z,2026-04-24T20:26:37Z,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,26.35,20,Friday,,,,,Calle Juan Glasinovic,Avenida Irarrázaval,606.0150053922,,,,,,,,,"LINESTRING(-70.3870748566 -23.5981714063, -70.3868388222 -23.5996278639, -70.3867503094 -23.6000623709, -70.3867060529 -23.6005143119, -70.3867167817 -23.6008469684, -70.3867261695 -23.6009018862, -70.3871217953 -23.6034768527, -70.3871325241 -23.6035694047)",,,
TTI-454083a5-2813-4298-880c-f1329d617cdd-TTR32272183796022000,-70.3851101385,-23.5707941083,-70.3848285066,-23.5727185788,8,Cerrado,Calle Félix García / Avenida Héroes de La Concepción → Calle Vladimir Saavedra Hernández,4,,True,False,2026-04-20T11:57:41Z,,,Antofagasta,2,Antofagasta,,2026-04-24T20:07:51.805646+00:00,batch_1777061271_0,,20,Friday,,,,,Calle Félix García / Avenida Héroes de La Concepción,Calle Vladimir Saavedra Hernández,215.9077668776,,,,,,,,,"LINESTRING(-70.3851101385 -23.5707941083, -70.3848285066 -23.5727185788)",,,
